Gene	Exp0
c1_THADA	0.467365
c1_THAP1	0.37252
c1_THAP10	0.300899
c1_THAP11	0.543072
c1_THAP12	0.683819
c1_THAP2	0.352495
c1_THAP3	0.525124
c1_THAP4	0.552641
c1_THAP5	0.597942
c1_THAP6	0.421152
c1_THAP7	0.728804
c1_THAP7-AS1	0.280488
c1_THAP8	0.419554
c1_THAP9	0.491534
c1_THAP9-AS1	0.677461
c1_THBD	0.041403
c1_THBS1	0.48736
c1_THBS4	0.89229
c1_THEM4	0.476432
c1_THEM6	0.426518
c1_THG1L	0.680724
c1_THNSL1	0.337385
c1_THNSL2	0.608384
c1_THOC1	0.578329
c1_THOC2	0.70256
c1_THOC3	0.690005
c1_THOC5	0.370484
c1_THOC6	0.661758
c1_THOC7	0.537207
c1_THOP1	0.687335
c1_THPO	0.554557
c1_THRA	0.441125
c1_THRAP3	0.656374
c1_THRB	0.281865
c1_THRSP	0.297261
c1_THSD7A	0.179966
c1_THTPA	0.567021
c1_THUMPD1	0.563998
c1_THUMPD2	0.514821
c1_THUMPD3	0.605817
c1_THUMPD3-AS1	0.700878
c1_THY1	0.566691
c1_THYN1	0.413638
c1_TIA1	0.611415
c1_TIAL1	0.700873
c1_TIAM2	0.307839
c1_TIE1	0.710393
c1_TIGAR	1.0006
c1_TIGD1	0.276177
c1_TIGD4	0.557694
c1_TIGD5	0.481025
c1_TIGD6	0.477559
c1_TIGD7	0.299636
c1_TIMM10	0.768969
c1_TIMM10B	0.509006
c1_TIMM13	0.173776
c1_TIMM17A	0.660802
c1_TIMM17B	0.63356
c1_TIMM21	0.597527
c1_TIMM22	0.649376
c1_TIMM23	0.50834
c1_TIMM23B	0.378525
c1_TIMM29	0.772046
c1_TIMM44	0.499312
c1_TIMM50	0.695035
c1_TIMM8A	0.496146
c1_TIMM8B	0.749679
c1_TIMM9	0.7727
c1_TIMMDC1	0.758916
c1_TIMP2	0.722669
c1_TINF2	0.487398
c1_TIPARP-AS1	0.415713
c1_TIPIN	0.617993
c1_TIPRL	0.426049
c1_TIRAP	0.226386
c1_TJAP1	0.749939
c1_TK2	0.601467
c1_TKFC	0.641143
c1_TKT	0.620467
c1_TLCD2	0.955745
c1_TLDC1	0.53161
c1_TLE1	0.568009
c1_TLE2	1.14849
c1_TLE3	0.380028
c1_TLE4	0.520732
c1_TLK1	0.790464
c1_TLK2	0.529535
c1_TLL2	0.711256
c1_TM2D1	0.722346
c1_TM2D2	0.60146
c1_TM2D3	0.363706
c1_TM4SF19-AS1	0.651114
c1_TM6SF2	0.553041
c1_TM7SF2	0.618233
c1_TM9SF1	0.47035
c1_TM9SF2	0.708303
c1_TM9SF3	0.826252
c1_TM9SF4	0.536219
c1_TMA16	0.761122
c1_TMC4	0.76351
c1_TMC7	0.329112
c1_TMCC1	0.386166
c1_TMCC1-AS1	0.767692
c1_TMCO1	0.818701
c1_TMCO3	0.654007
c1_TMCO4	0.708185
c1_TMCO6	0.379146
c1_TMED10	0.715959
c1_TMED2	0.885945
c1_TMED3	0.699658
c1_TMED5	0.988149
c1_TMED7	0.683314
c1_TMED8	0.305999
c1_TMEM101	0.845937
c1_TMEM102	0.906966
c1_TMEM104	0.350688
c1_TMEM106A	0.577628
c1_TMEM106B	0.65589
c1_TMEM108	0.636588
c1_TMEM11	0.14901
c1_TMEM114	0.725915
c1_TMEM115	0.6893
c1_TMEM116	0.519791
c1_TMEM117	0.746875
c1_TMEM120A	0.489799
c1_TMEM120B	0.541999
c1_TMEM121	0.485756
c1_TMEM126A	0.494466
c1_TMEM126B	0.649727
c1_TMEM127	0.507489
c1_TMEM128	0.713436
c1_TMEM131	0.792852
c1_TMEM131L	0.149853
c1_TMEM132A	0.494795
c1_TMEM132B	0.503186
c1_TMEM132D	0.297013
c1_TMEM135	0.505011
c1_TMEM136	0.708128
c1_TMEM138	0.875117
c1_TMEM139	0.659508
c1_TMEM143	0.231501
c1_TMEM147	0.165096
c1_TMEM147-AS1	0.465723
c1_TMEM14B	0.832023
c1_TMEM14C	0.189777
c1_TMEM150A	0.527092
c1_TMEM154	0.791672
c1_TMEM156	1.05605
c1_TMEM158	0.986543
c1_TMEM159	0.470932
c1_TMEM160	0.662205
c1_TMEM161A	0.811596
c1_TMEM161B	0.606717
c1_TMEM161B-AS1	0.904359
c1_TMEM164	0.480796
c1_TMEM165	0.781376
c1_TMEM167A	0.76492
c1_TMEM167B	0.469546
c1_TMEM168	0.377959
c1_TMEM17	0.532194
c1_TMEM170A	0.694065
c1_TMEM173	0.340536
c1_TMEM175	0.479243
c1_TMEM176A	0.881469
c1_TMEM176B	0.697859
c1_TMEM177	0.402778
c1_TMEM178A	0.300116
c1_TMEM18	0.578204
c1_TMEM181	0.504298
c1_TMEM182	0.402926
c1_TMEM183A	0.594041
c1_TMEM184B	0.571408
c1_TMEM184C	0.362291
c1_TMEM185A	0.518704
c1_TMEM185B	0.974819
c1_TMEM186	0.565434
c1_TMEM187	0.581369
c1_TMEM189	0.611031
c1_TMEM19	0.317325
c1_TMEM192	0.431199
c1_TMEM198	0.296961
c1_TMEM199	0.348008
c1_TMEM200A	0.236504
c1_TMEM200B	0.348789
c1_TMEM200C	0.480638
c1_TMEM201	0.337367
c1_TMEM202-AS1	0.333049
c1_TMEM203	0.659629
c1_TMEM204	0.458772
c1_TMEM206	0.575562
c1_TMEM208	0.732554
c1_TMEM209	0.698029
c1_TMEM214	0.589855
c1_TMEM216	0.77629
c1_TMEM217	0.442277
c1_TMEM219	0.851855
c1_TMEM220-AS1	0.397884
c1_TMEM221	0.806565
c1_TMEM222	0.756087
c1_TMEM223	0.862786
c1_TMEM230	0.860453
c1_TMEM231	0.78955
c1_TMEM232	0.409083
c1_TMEM233	0.154639
c1_TMEM234	0.545732
c1_TMEM237	0.584657
c1_TMEM242	0.458562
c1_TMEM245	0.473737
c1_TMEM246	0.306223
c1_TMEM248	0.791403
c1_TMEM25	0.413759
c1_TMEM250	0.706956
c1_TMEM251	0.593714
c1_TMEM254	0.832541
c1_TMEM255B	0.410821
c1_TMEM258	0.850334
c1_TMEM259	0.760537
c1_TMEM260	0.347733
c1_TMEM267	0.606307
c1_TMEM268	0.334907
c1_TMEM273	0.419295
c1_TMEM30A	0.503755
c1_TMEM33	0.549884
c1_TMEM37	0.448864
c1_TMEM39A	0.975199
c1_TMEM39B	0.322295
c1_TMEM40	0.515679
c1_TMEM41A	0.710382
c1_TMEM41B	0.623699
c1_TMEM42	0.643304
c1_TMEM43	0.716597
c1_TMEM44-AS1	0.486611
c1_TMEM45A	0.770098
c1_TMEM50A	0.818098
c1_TMEM50B	0.570067
c1_TMEM53	0.537426
c1_TMEM54	0.431633
c1_TMEM56	0.433286
c1_TMEM59	0.173108
c1_TMEM59L	0.345484
c1_TMEM60	0.682902
c1_TMEM62	0.2045
c1_TMEM63B	0.432114
c1_TMEM64	1.06592
c1_TMEM68	0.91965
c1_TMEM69	0.55064
c1_TMEM70	0.514065
c1_TMEM79	0.308803
c1_TMEM80	0.488318
c1_TMEM87A	0.621219
c1_TMEM87B	0.25773
c1_TMEM88	0.49661
c1_TMEM8B	0.57162
c1_TMEM9	0.865871
c1_TMEM91	0.465186
c1_TMEM92-AS1	0.530655
c1_TMEM94	1.03547
c1_TMEM97	0.502087
c1_TMEM99	0.556984
c1_TMEM9B	0.541293
c1_TMF1	0.680756
c1_TMIE	0.143908
c1_TMIGD2	0.589833
c1_TMLHE	0.579073
c1_TMOD2	0.159474
c1_TMOD3	0.700476
c1_TMPO	0.663164
c1_TMPO-AS1	0.603268
c1_TMPRSS5	0.630031
c1_TMPRSS7	0.476405
c1_TMSB10	0.206995
c1_TMTC1	0.238222
c1_TMTC2	0.547358
c1_TMTC4	0.483511
c1_TMUB1	0.875786
c1_TMUB2	0.56383
c1_TMX2	0.656711
c1_TMX4	0.341489
c1_TNFAIP1	0.626837
c1_TNFAIP3	0.553496
c1_TNFAIP8	0.551294
c1_TNFAIP8L3	0.180574
c1_TNFRSF11B	0.361612
c1_TNFRSF13C	0.585594
c1_TNFRSF14	1.01631
c1_TNFRSF14-AS1	0.51124
c1_TNFRSF21	0.527291
c1_TNFRSF25	0.277576
c1_TNFSF12	0.275693
c1_TNIK	0.365636
c1_TNIP2	0.966253
c1_TNKS	0.386835
c1_TNKS1BP1	0.486206
c1_TNKS2	0.484855
c1_TNKS2-AS1	0.812183
c1_TNNC1	0.282685
c1_TNNI3	0.461601
c1_TNPO1	0.554986
c1_TNPO2	0.334933
c1_TNPO3	0.507485
c1_TNRC18	0.514756
c1_TNRC6A	0.514082
c1_TNRC6B	0.57585
c1_TNRC6C	0.296972
c1_TNS2	0.426209
c1_TNXB	0.557765
c1_TOB2	0.508072
c1_TOE1	0.395756
c1_TOGARAM1	0.63672
c1_TOLLIP	0.59286
c1_TOLLIP-AS1	0.182725
c1_TOM1	0.463532
c1_TOM1L1	0.824833
c1_TOM1L2	0.414645
c1_TOMM20	0.823786
c1_TOMM22	0.168667
c1_TOMM34	0.69693
c1_TOMM40	0.804083
c1_TOMM5	0.663932
c1_TOMM7	0.828075
c1_TOMM70	0.35238
c1_TONSL	0.729854
c1_TOP1	0.799679
c1_TOP1MT	0.810164
c1_TOP2B	0.500746
c1_TOP3A	0.46542
c1_TOP3B	0.376898
c1_TOPBP1	0.451175
c1_TOPORS	0.693953
c1_TOR1A	0.780894
c1_TOR1AIP1	0.59491
c1_TOR1AIP2	0.658935
c1_TOR1B	0.378595
c1_TOR2A	0.59997
c1_TOR3A	0.767433
c1_TOR4A	0.408037
c1_TOX	0.222389
c1_TOX2	0.577039
c1_TOX3	0.404446
c1_TOX4	0.64381
c1_TP53BP1	0.465816
c1_TP53BP2	0.754542
c1_TP53I11	0.370847
c1_TP53INP2	0.272647
c1_TP53RK	0.755552
c1_TP73	0.884365
c1_TPCN1	0.638057
c1_TPCN2	0.389966
c1_TPD52L2	0.749042
c1_TPGS1	0.527581
c1_TPGS2	0.450355
c1_TPI1	1.01852
c1_TPM3	0.92328
c1_TPM4	0.817306
c1_TPMT	0.511988
c1_TPO	0.828754
c1_TPP2	0.510496
c1_TPPP	0.364938
c1_TPPP3	0.523769
c1_TPR	0.759313
c1_TPRA1	0.672311
c1_TPRG1L	0.579843
c1_TPRKB	0.72315
c1_TPRN	0.25379
c1_TPST1	0.580298
c1_TRA2A	0.584137
c1_TRA2B	0.642567
c1_TRABD	0.63672
c1_TRAF2	0.668843
c1_TRAF3	0.887547
c1_TRAF3IP1	0.440391
c1_TRAF3IP2	0.76768
c1_TRAF3IP2-AS1	0.644092
c1_TRAF4	0.861374
c1_TRAF5	0.431707
c1_TRAF6	0.367434
c1_TRAF7	0.674868
c1_TRAFD1	0.342386
c1_TRAIP	0.766002
c1_TRAK1	0.723291
c1_TRAK2	0.189447
c1_TRAM2-AS1	0.35151
c1_TRANK1	0.630263
c1_TRAP1	0.66037
c1_TRAPPC1	0.804554
c1_TRAPPC10	0.438419
c1_TRAPPC11	0.399005
c1_TRAPPC12	0.592885
c1_TRAPPC13	0.321484
c1_TRAPPC2	0.359648
c1_TRAPPC2B	0.498529
c1_TRAPPC2L	0.734032
c1_TRAPPC3	0.338888
c1_TRAPPC4	0.119355
c1_TRAPPC6A	0.966586
c1_TRAPPC6B	0.250312
c1_TRAPPC8	0.453136
c1_TRAPPC9	0.43361
c1_TRDMT1	0.530845
c1_TRERF1	0.49263
c1_TRIB1	0.436163
c1_TRIB3	1.09586
c1_TRIM11	0.44145
c1_TRIM13	0.435616
c1_TRIM16	0.325174
c1_TRIM2	0.308045
c1_TRIM21	0.306408
c1_TRIM23	0.444464
c1_TRIM24	0.476207
c1_TRIM25	0.569333
c1_TRIM26	0.635941
c1_TRIM27	0.512153
c1_TRIM28	0.867999
c1_TRIM32	0.41868
c1_TRIM33	0.447859
c1_TRIM35	0.439722
c1_TRIM36	0.114957
c1_TRIM37	0.373812
c1_TRIM39	0.405977
c1_TRIM4	0.301226
c1_TRIM41	0.472202
c1_TRIM44	0.668512
c1_TRIM45	0.6361
c1_TRIM52	0.34939
c1_TRIM60	0.804007
c1_TRIM61	0.586641
c1_TRIM65	0.558882
c1_TRIM66	0.323179
c1_TRIM68	0.334735
c1_TRIM69	0.362892
c1_TRIM73	0.412225
c1_TRIM8	0.718672
c1_TRIO	0.314269
c1_TRIP11	0.544631
c1_TRIP12	0.627506
c1_TRIP4	0.568344
c1_TRIQK	0.409162
c1_TRIR	0.209846
c1_TRIT1	0.634511
c1_TRMO	0.231601
c1_TRMT1	0.339044
c1_TRMT10A	0.371059
c1_TRMT10B	0.395307
c1_TRMT10C	0.133951
c1_TRMT11	0.845514
c1_TRMT12	0.378244
c1_TRMT13	0.439266
c1_TRMT1L	0.344887
c1_TRMT2A	0.516134
c1_TRMT2B	0.332392
c1_TRMT44	0.330592
c1_TRMT5	0.485671
c1_TRMT6	0.284418
c1_TRMT61A	0.511751
c1_TRMT61B	0.453776
c1_TRMT9B	0.176218
c1_TRMU	0.689448
c1_TRNAU1AP	0.503611
c1_TRNP1	0.641771
c1_TRNT1	0.509608
c1_TRO	0.24892
c1_TROVE2	0.77303
c1_TRPC1	0.394283
c1_TRPC4	0.677708
c1_TRPC4AP	0.616091
c1_TRPM4	0.414952
c1_TRPM7	0.503528
c1_TRPM8	0.443922
c1_TRPS1	0.567222
c1_TRPT1	1.00297
c1_TRRAP	0.478874
c1_TRUB1	0.404781
c1_TRUB2	0.485848
c1_TSACC	0.380527
c1_TSC1	0.341513
c1_TSC2	0.559003
c1_TSC22D1	0.819245
c1_TSC22D2	0.438889
c1_TSC22D3	0.694921
c1_TSEN15	0.834978
c1_TSEN2	0.408841
c1_TSEN34	0.410233
c1_TSEN54	0.665708
c1_TSFM	0.520458
c1_TSG101	0.143299
c1_TSGA10	0.387036
c1_TSGA10IP	0.833624
c1_TSHZ1	0.642175
c1_TSHZ2	0.549028
c1_TSN	0.713812
c1_TSNAX	0.617405
c1_TSNAXIP1	0.273416
c1_TSPAN10	0.209013
c1_TSPAN13	0.477523
c1_TSPAN14	0.57646
c1_TSPAN15	0.70076
c1_TSPAN17	0.451387
c1_TSPAN18	0.625104
c1_TSPAN19	0.330573
c1_TSPAN2	0.381511
c1_TSPAN31	0.703302
c1_TSPAN33	0.710269
c1_TSPAN5	0.498377
c1_TSPAN9	0.203947
c1_TSPO	0.677801
c1_TSPYL1	0.451925
c1_TSPYL2	0.52739
c1_TSPYL4	0.334057
c1_TSR1	0.545702
c1_TSR2	0.657698
c1_TSR3	0.128407
c1_TSSC4	0.129681
c1_TSTA3	0.562259
c1_TSTD1	0.596501
c1_TSTD2	0.328413
c1_TSTD3	0.416952
c1_TTBK2	0.315962
c1_TTC1	0.578891
c1_TTC14	0.584548
c1_TTC17	0.701858
c1_TTC19	0.610777
c1_TTC21A	0.436325
c1_TTC21B	0.536565
c1_TTC23	0.547054
c1_TTC23L	0.461714
c1_TTC25	0.530094
c1_TTC26	0.304861
c1_TTC27	0.461979
c1_TTC28	0.466347
c1_TTC29	0.273076
c1_TTC3	0.715609
c1_TTC30A	0.320214
c1_TTC30B	0.577586
c1_TTC31	0.483798
c1_TTC32	0.583151
c1_TTC33	0.336294
c1_TTC34	0.106058
c1_TTC37	0.547057
c1_TTC38	0.580026
c1_TTC39A-AS1	0.352365
c1_TTC39C	0.310738
c1_TTC5	0.538477
c1_TTC7A	0.269882
c1_TTC7B	0.313236
c1_TTC8	0.699798
c1_TTC9C	0.484785
c1_TTF1	0.640881
c1_TTI1	0.423852
c1_TTI2	0.419185
c1_TTL	0.289711
c1_TTLL1	0.60931
c1_TTLL10	0.342085
c1_TTLL11-IT1	0.779296
c1_TTLL12	0.554614
c1_TTLL13P	0.069122
c1_TTLL3	0.368825
c1_TTLL4	0.524752
c1_TTLL5	0.372279
c1_TTLL7	0.210259
c1_TTLL9	0.152675
c1_TTN-AS1	0.45094
c1_TTPA	0.332378
c1_TTPAL	0.453942
c1_TUB	0.375478
c1_TUBA1A	0.153495
c1_TUBB	0.137897
c1_TUBB2A	0.415607
c1_TUBB8	0.400654
c1_TUBD1	0.76016
c1_TUBE1	0.51919
c1_TUBG1	0.640999
c1_TUBG2	0.271614
c1_TUBGCP2	0.526409
c1_TUBGCP3	0.569863
c1_TUBGCP4	0.360566
c1_TUBGCP5	0.355051
c1_TUBGCP6	0.297847
c1_TUFM	0.200704
c1_TULP3	0.895012
c1_TULP4	0.318944
c1_TUSC1	0.436168
c1_TUSC2	0.58434
c1_TUSC3	0.588858
c1_TUT1	0.533452
c1_TUT4	0.696808
c1_TUT7	0.345372
c1_TVP23B	0.541036
c1_TVP23C	0.175865
c1_TWF1	0.747369
c1_TWF2	0.854256
c1_TWIST1	0.556201
c1_TWISTNB	0.638437
c1_TWNK	0.353007
c1_TWSG1	0.708013
c1_TXK	0.359496
c1_TXLNA	0.725875
c1_TXLNG	0.580858
c1_TXN	0.176888
c1_TXN2	0.866174
c1_TXNDC11	0.487525
c1_TXNDC12	0.952134
c1_TXNDC15	0.547662
c1_TXNDC16	0.284281
c1_TXNDC17	0.930654
c1_TXNDC5	0.416311
c1_TXNDC9	0.213558
c1_TXNL1	0.211013
c1_TXNL4A	0.365831
c1_TXNL4B	0.437241
c1_TXNRD1	0.625724
c1_TXNRD2	0.235105
c1_TXNRD3	0.440587
c1_TYK2	0.85007
c1_TYMP	0.568578
c1_TYRO3	0.515574
c1_TYRP1	0.634081
c1_TYSND1	0.812025
c1_TYW1	0.404359
c1_TYW3	0.721596
c1_TYW5	0.431779
c1_U2AF1	0.120233
c1_U2AF1L4	0.35518
c1_U2AF1L5	0.165248
c1_U2AF2	0.633213
c1_U2SURP	0.782683
c1_U73166.1	0.308175
c1_UAP1	0.489865
c1_UAP1L1	0.250911
c1_UBA1	0.146369
c1_UBA2	0.850773
c1_UBA3	0.587975
c1_UBA5	0.64373
c1_UBA6	0.485374
c1_UBA6-AS1	0.457387
c1_UBA7	0.437504
c1_UBAC1	0.532219
c1_UBAC2	1.09166
c1_UBAC2-AS1	0.375103
c1_UBALD1	0.462266
c1_UBALD2	0.633765
c1_UBAP1	0.476066
c1_UBAP2	0.349736
c1_UBAP2L	0.536562
c1_UBASH3B	0.489055
c1_UBB	0.389918
c1_UBC	0.355581
c1_UBE2A	0.675419
c1_UBE2B	0.298657
c1_UBE2D1	0.409866
c1_UBE2D2	0.195013
c1_UBE2D3	0.182069
c1_UBE2D4	0.548415
c1_UBE2E1	1.04357
c1_UBE2E1-AS1	0.206857
c1_UBE2E2	0.408774
c1_UBE2E3	0.490139
c1_UBE2F	0.610823
c1_UBE2G1	0.519227
c1_UBE2G2	0.826713
c1_UBE2H	0.549402
c1_UBE2I	0.186114
c1_UBE2J1	0.565555
c1_UBE2J2	0.72337
c1_UBE2K	0.569767
c1_UBE2L3	0.190199
c1_UBE2L6	0.710246
c1_UBE2N	0.615102
c1_UBE2O	0.330167
c1_UBE2Q1	0.514353
c1_UBE2Q2	0.5716
c1_UBE2R2	0.156692
c1_UBE2S	0.637386
c1_UBE2T	0.350264
c1_UBE2V1	0.260092
c1_UBE2V2	0.548216
c1_UBE2W	0.46646
c1_UBE2Z	0.455118
c1_UBE3A	0.48342
c1_UBE3B	0.441683
c1_UBE3C	0.324309
c1_UBE3D	0.487923
c1_UBE4A	0.494182
c1_UBE4B	0.412488
c1_UBFD1	0.412873
c1_UBIAD1	0.312544
c1_UBL3	0.457654
c1_UBL4A	0.467148
c1_UBL5	0.930094
c1_UBL7	0.625035
c1_UBL7-AS1	0.540098
c1_UBLCP1	0.489648
c1_UBN1	0.63989
c1_UBN2	0.412607
c1_UBOX5	0.378365
c1_UBP1	0.394194
c1_UBQLN1	0.464774
c1_UBQLN2	0.363452
c1_UBQLN4	0.282101
c1_UBR1	0.429619
c1_UBR2	0.401235
c1_UBR3	0.359253
c1_UBR4	0.451082
c1_UBR5	0.513521
c1_UBR5-AS1	1.06164
c1_UBR7	0.59572
c1_UBTD2	0.45175
c1_UBTF	0.550613
c1_UBXN1	0.736586
c1_UBXN2A	0.670049
c1_UBXN2B	0.34823
c1_UBXN4	0.915097
c1_UBXN6	0.572309
c1_UBXN7	0.513761
c1_UBXN8	0.394287
c1_UCHL1	0.147454
c1_UCHL3	0.603146
c1_UCHL5	0.443021
c1_UCK1	0.676098
c1_UCK2	0.389799
c1_UCKL1	0.367081
c1_UCKL1-AS1	0.30999
c1_UCP3	0.235275
c1_UEVLD	0.482429
c1_UFC1	0.72722
c1_UFD1	0.881055
c1_UFL1	0.951426
c1_UFM1	0.736375
c1_UFSP1	0.157892
c1_UFSP2	0.736844
c1_UGDH	0.708322
c1_UGGT1	0.477469
c1_UGP2	0.797755
c1_UHMK1	0.504662
c1_UHRF1BP1	0.280784
c1_UHRF1BP1L	0.28007
c1_UHRF2	0.541456
c1_UIMC1	0.468265
c1_ULBP3	0.074654
c1_ULK1	0.340997
c1_ULK2	0.347093
c1_ULK3	0.45149
c1_UMAD1	0.53306
c1_UMODL1	0.3412
c1_UMPS	0.768395
c1_UNC119	0.76498
c1_UNC119B	0.549089
c1_UNC13B	0.534995
c1_UNC13D	0.446501
c1_UNC45A	0.579681
c1_UNC5B-AS1	0.632937
c1_UNC5C	0.096934
c1_UNC80	0.164317
c1_UNG	0.551232
c1_UNK	0.416473
c1_UNKL	0.299708
c1_UPF1	0.500337
c1_UPF2	0.448792
c1_UPF3A	0.733726
c1_UPF3B	0.546191
c1_UPK3A	0.469683
c1_UPK3BL1	0.386403
c1_UPP1	0.819174
c1_UPRT	0.329045
c1_UQCC1	0.568794
c1_UQCC2	0.821496
c1_UQCC3	0.821269
c1_UQCR10	1.00339
c1_UQCR11	0.849793
c1_UQCRB	0.194848
c1_UQCRC1	0.369726
c1_UQCRC2	0.167634
c1_UQCRFS1	0.173795
c1_UQCRH	0.22122
c1_UQCRHL	0.454579
c1_UQCRQ	0.86612
c1_URB1	0.55027
c1_URB1-AS1	0.388472
c1_URB2	0.383596
c1_URGCP	0.419859
c1_URI1	0.673428
c1_URM1	0.875561
c1_UROD	0.742519
c1_UROS	0.724474
c1_USB1	0.568959
c1_USE1	0.49958
c1_USF1	0.404605
c1_USF2	0.624763
c1_USF3	0.343403
c1_USH1G	0.635154
c1_USO1	0.765893
c1_USP1	0.662833
c1_USP10	0.635156
c1_USP11	0.148821
c1_USP12	0.444175
c1_USP13	0.272162
c1_USP14	0.587365
c1_USP15	0.407178
c1_USP16	0.654517
c1_USP19	0.361255
c1_USP20	0.355979
c1_USP21	0.302486
c1_USP22	0.509159
c1_USP24	0.321406
c1_USP25	0.448337
c1_USP27X	0.270543
c1_USP27X-AS1	0.147047
c1_USP28	0.730251
c1_USP3	0.451297
c1_USP30	0.319679
c1_USP31	0.301897
c1_USP32	0.262632
c1_USP33	0.449727
c1_USP34	0.4863
c1_USP36	0.48766
c1_USP37	0.357869
c1_USP38	0.488314
c1_USP39	0.711997
c1_USP4	0.42583
c1_USP40	0.817627
c1_USP42	0.392106
c1_USP45	0.410054
c1_USP46	0.343401
c1_USP46-AS1	0.112224
c1_USP47	0.600499
c1_USP48	0.589555
c1_USP49	0.363733
c1_USP5	0.454521
c1_USP51	0.390827
c1_USP54	0.722271
c1_USP6NL	0.600392
c1_USP7	0.539458
c1_USP8	0.657303
c1_USP9X	0.643776
c1_USPL1	0.322069
c1_UST	0.950469
c1_UTP11	0.59232
c1_UTP14A	0.375827
c1_UTP14C	0.360573
c1_UTP15	0.44172
c1_UTP18	0.643885
c1_UTP20	0.257085
c1_UTP23	0.507504
c1_UTP25	0.488049
c1_UTP3	0.768473
c1_UTP4	0.644278
c1_UTP6	0.472306
c1_UVRAG	0.379967
c1_UVSSA	0.399001
c1_UXS1	0.682951
c1_UXT	0.893446
c1_VAC14	0.432532
c1_VAC14-AS1	0
c1_VAMP2	0.524
c1_VAMP4	0.283067
c1_VAMP7	0.50232
c1_VANGL2	0.828349
c1_VAPA	0.334658
c1_VAPB	0.497125
c1_VARS	0.501161
c1_VARS2	0.502907
c1_VASH1	0.287408
c1_VASH1-AS1	0.322348
c1_VASP	0.748662
c1_VAT1	0.781899
c1_VAV2	0.620517
c1_VAX2	0
c1_VBP1	0.137782
c1_VCAM1	0.831659
c1_VCL	0.430096
c1_VCP	0.588648
c1_VCPIP1	0.360619
c1_VCPKMT	0.314107
c1_VDAC2	0.300069
c1_VDAC3	0.517724
c1_VEGFA	0.856846
c1_VEGFB	0.919493
c1_VEZF1	0.860446
c1_VEZT	0.525533
c1_VGF	0.414627
c1_VGLL4	0.834103
c1_VHL	0.483051
c1_VHLL	0.526193
c1_VIM-AS1	0.321006
c1_VIPAS39	0.475652
c1_VIRMA	0.583207
c1_VKORC1	0.731525
c1_VKORC1L1	0.398222
c1_VLDLR	0.433722
c1_VMA21	0.559411
c1_VMAC	0.676213
c1_VMP1	0.88919
c1_VOPP1	0.833978
c1_VPS11	0.244105
c1_VPS13A	0.328686
c1_VPS13B	0.277935
c1_VPS13C	0.618021
c1_VPS13D	0.324251
c1_VPS16	0.419402
c1_VPS18	0.378558
c1_VPS25	0.35169
c1_VPS26A	0.462311
c1_VPS26B	0.214539
c1_VPS26C	0.518974
c1_VPS28	0.160824
c1_VPS29	0.141095
c1_VPS33A	0.331334
c1_VPS33B	0.38735
c1_VPS35	0.514088
c1_VPS35L	0.516613
c1_VPS36	0.393627
c1_VPS37A	0.55405
c1_VPS37B	0.727186
c1_VPS37C	0.473718
c1_VPS37D	0.537663
c1_VPS39	0.576391
c1_VPS41	0.595344
c1_VPS45	0.477379
c1_VPS4A	0.303908
c1_VPS4B	0.480114
c1_VPS50	0.252581
c1_VPS51	0.709966
c1_VPS52	0.366277
c1_VPS53	0.446691
c1_VPS54	0.552145
c1_VPS72	0.239506
c1_VPS8	0.435262
c1_VPS9D1-AS1	0.945442
c1_VRK1	0.821534
c1_VRK3	0.610552
c1_VSIG10	0.582945
c1_VSIG8	0.325744
c1_VSTM2L	0.40077
c1_VSTM4	0.925449
c1_VTA1	0.491051
c1_VTI1A	0.368265
c1_VTI1B	0.528463
c1_VTN	0.767882
c1_VWA1	0.858933
c1_VWA3B	0.604714
c1_VWA5A	0.47994
c1_VWA5B1	0
c1_VWA8	0.483397
c1_VWC2	0.197003
c1_VWCE	1.17961
c1_VWF	0.417554
c1_WAC	0.654516
c1_WAC-AS1	0.485653
c1_WAPL	0.731819
c1_WARS	0.829768
c1_WARS2	0.441505
c1_WASF3	0.461611
c1_WASHC1	0.595173
c1_WASHC2A	0.386974
c1_WASHC2C	0.425335
c1_WASHC3	0.540116
c1_WASHC4	0.555762
c1_WASHC5	0.492022
c1_WASL	0.612003
c1_WBP1	0.244023
c1_WBP11	0.597605
c1_WBP1L	0.723482
c1_WBP2	0.571456
c1_WBP4	0.635787
c1_WDCP	0.351875
c1_WDFY1	0.732625
c1_WDFY2	0.754448
c1_WDFY3	0.373745
c1_WDHD1	0.753374
c1_WDPCP	0.515465
c1_WDR1	0.955857
c1_WDR11	0.598019
c1_WDR12	0.50373
c1_WDR13	0.611799
c1_WDR18	0.6996
c1_WDR19	0.717372
c1_WDR20	0.39812
c1_WDR24	0.409042
c1_WDR25	0.47458
c1_WDR26	0.418107
c1_WDR27	0.496985
c1_WDR3	0.398448
c1_WDR31	0.516902
c1_WDR33	0.574101
c1_WDR35	0.793533
c1_WDR36	0.435075
c1_WDR4	0.472005
c1_WDR41	0.773827
c1_WDR43	0.777628
c1_WDR44	0.330762
c1_WDR45	0.632418
c1_WDR45B	0.837606
c1_WDR46	0.439846
c1_WDR48	0.457726
c1_WDR5	0.587992
c1_WDR53	0.416036
c1_WDR54	0.750216
c1_WDR55	0.397541
c1_WDR59	0.549872
c1_WDR5B	0.33769
c1_WDR6	0.504365
c1_WDR60	0.778231
