Gene	Expr0	Expr1	Expr2	Expr3	Expr4
CINP	0.530221	0.60085	0.539273	0.587643	0.48227
CILP	0.436738	0.543971	0.326618	0	0.875686
CIC	0.257855	0.25004	0.291179	0.297356	0.477781
CIART	0.275687	0.275698	0.351255	0.869516	0.512166
CIAPIN1	0.487517	0.512925	0.52088	0.299901	0.54818
CIAO1	0.541346	0.533424	0.53078	0.68946	0.745323
CHURC1	0.89827	1.00717	0.8146	0.62098	0.589706
CHUK	0.409277	0.351538	0.488947	0.284893	0.370823
CHTOP	0.598203	0.445239	0.527641	0.654674	0.666011
CHTF8	0.748006	0.589888	0.554107	0.63477	0.713045
CHST9	0.528411	0.3242	0.429621	0.0348496	0.506846
CHST7	0.310259	0.272955	0.307207	0.174496	0.337254
CHST12	0.968135	0.510354	0.663399	0.824377	0.831148
CHST11	0.342976	0.137595	0.171104	0.666966	0.286562
CHST10	0.523702	0.368008	0.407951	0.458928	0.391031
CHRNB1	0.4067	0.361229	0.32254	0.30051	0.284976
CHRNA9	0.0865392	0.296076	1.11725	0	0.686388
CHRNA5	0.176208	0.062923	0.0654758	0.345169	1.20645
CHRNA1	1.27426	0.286384	0.599108	0.500343	0.16003
CHRD	0.340574	0.0938171	0.214075	0.34227	0.456859
CHRAC1	0.532078	0.52653	0.597336	0.588776	1.08783
CHPT1	0.649018	0.608506	0.436268	0.731122	0.500751
CHP1	0.425105	0.425964	0.350724	0.534659	0.304231
CHORDC1	0.592196	0.564398	0.43343	0.358351	0.438357
CHN2	0.596191	0.697578	0.92798	0.345306	0.891225
CHN1	0.76534	0.339023	0.482662	0.764176	0.591632
CHMP7	0.227137	0.247089	0.422168	0.320242	0.3421
CHMP6	0.634788	0.616038	0.625196	0.689013	0.650755
CHMP5	0.777931	0.86155	0.715208	0.178326	0.615595
CHMP4B	0.79644	0.80761	0.690408	0.693382	0.741773
CHMP4A	0.80925	0.851327	0.898889	0.895287	0.686908
CHMP3	0.660509	0.659413	0.670206	0.723192	0.646882
CHMP2B	0.559521	0.533822	0.560519	0.954851	0.506186
CHMP2A	0.894038	1.13538	0.796789	0.180326	0.713177
CHMP1B	0.635411	0.50071	0.673972	0.667974	0.428132
CHMP1A	0.683966	0.585741	0.661111	0.625401	0.728034
CHML	0.244753	0.207543	0.291639	0.345816	0.370008
CHM	0.500343	0.592206	0.518737	0.383762	0.626738
CHL1	1.00097	0.72772	0.40293	0.834922	0.647554
CHKB-DT	0.560568	0.522548	0.346815	0.46924	0.368969
CHKA	0.632324	0.63143	0.755717	0.621159	0.657795
CHIC2	0.642628	0.48103	0.48073	0.468834	0.478185
CHIC1	0.27354	0.334877	0.294912	0.214784	0.156578
CHFR	0.459495	0.444699	0.43974	0.354441	0.310852
CHERP	0.323186	0.384945	0.459526	0.463068	0.631151
CHD9	0.494938	0.447569	0.583712	0.567399	0.652289
CHD8	0.575245	0.532546	0.607853	0.517447	0.64211
CHD6	0.596286	0.523401	0.56952	0.546522	0.60827
CHD4	0.709158	0.655471	0.662406	0.634463	0.835431
CHD3	0.457426	0.376679	0.380929	0.301365	0.425341
CHD2	0.58821	0.511286	0.729653	0.736484	0.485262
CHD1L	0.576677	0.517518	0.515157	0.821016	0.783825
CHD1	0.753793	0.759403	0.831699	0.703056	1.00971
CHCHD7	0.453165	0.481506	0.587931	0.811159	0.553075
CHCHD6	0.39708	0.372484	0.261531	0.566338	0.298412
CHCHD4	0.357484	0.248365	0.266517	0.444254	0.382756
CHCHD3	0.744118	0.730027	0.647821	0.823154	0.808566
CHCHD2	0.785768	0.643256	0.592129	0.847275	0.73638
CHCHD10	0.513693	0.437483	0.402984	0.918997	0.325444
CHCHD1	0.806654	0.764338	0.650663	0.399116	0.658033
CHAMP1	0.382689	0.343726	0.329365	0.493617	0.657887
CGRRF1	0.449313	0.514804	0.548348	0.582787	0.424879
CGN	0.415445	0.254896	0.420703	0.564954	0.552869
CGGBP1	0.54961	0.55221	0.507242	0.542842	0.674506
CFLAR-AS1	0	0.1487	0.457458	0.0822802	0.490519
CFLAR	0.751549	0.908959	1.04752	0.758081	0.995803
CFL2	0.560617	0.605371	0.556425	0.522347	0.44349
CFL1	0.32671	0.335506	0.301389	0.326342	0.296863
CFI	1.08671	0	0.809826	0.0185772	0.162713
CFHR3	0.340528	0.464815	0.558787	0.364864	0.416753
CFDP1	0.617797	0.653418	0.557846	0.490765	0.560529
CFAP97	0.425814	0.386601	0.415564	0.493791	0.41901
CFAP58	0.399335	0.253844	0.101435	0.644069	0.447294
CFAP36	0.861312	0.75722	0.661029	0.798001	0.630657
CFAP221	1.04627	0.529181	0.374834	0.641602	0.523813
CFAP20	0.792814	0.61503	0.529341	0.746493	0.704952
CETN3	0.864763	0.486972	0.626897	0.805325	0.55815
CES2	0.45172	0.515662	0.669752	0.564212	0.521543
CERS6	0.231457	0.249069	0.449957	0.217442	0.393921
CERS5	0.718395	0.627401	0.700963	0.804615	0.793546
CERS4	0.45307	0.49503	0.549945	0.51444	0.29178
CERS1	0.61696	0.571046	0.60372	0.577296	0.701851
CERK	0.405568	0.205993	0.276258	0.473714	0.517014
CERCAM	0.834695	0.899771	0.827795	0.709211	0.624503
CEPT1	0.375201	0.351606	0.340802	0.559071	0.366443
CEP97	0.399762	0.306426	0.338818	0.399663	0.537336
CEP95	0.548979	0.457542	0.55664	0.698281	0.562523
CEP89	0.674126	0.680099	0.720637	0.649523	0.746055
CEP85L	0.454344	0.432361	0.606347	0.447135	0.542585
CEP83	0.799137	0.470344	0.557905	0.562719	0.691829
CEP78	0.28941	0.292051	0.25204	0.460313	1.02756
CEP72	0.199977	0.0646346	0.242767	0.217181	0.737219
CEP70	0.759642	0.580715	0.63761	0.591028	0.89026
CEP68	0.46157	0.393515	0.591249	0.442323	0.585713
CEP63	0.707012	0.815608	0.760792	0.708355	0.711433
CEP57L1	0.415672	0.404827	0.272979	0.413572	0.649082
CEP57	0.451119	0.338613	0.438261	0.599546	0.785894
CEP44	0.389886	0.377746	0.465264	0.546541	0.8118
CEP41	0.683229	0.585011	0.515117	0.53437	0.659486
CEP350	0.523552	0.527801	0.637453	0.538717	0.730827
CEP295	0.348844	0.298576	0.348595	0.472353	1.03983
CEP290	0.727842	0.667138	0.623314	0.612239	0.722973
CEP250	0.48588	0.320981	0.515945	0.436791	0.709547
CEP192	0.614738	0.568266	0.55455	0.558708	1.23685
CEP19	0.469219	0.403497	0.272143	0.248608	0.392076
CEP164	0.488268	0.409766	0.570842	0.596115	0.491166
CEP131	0.316829	0.21308	0.383895	0.420207	0.745504
CEP120	0.339092	0.313931	0.397168	0.285225	0.512692
CEP104	0.550891	0.463853	0.584299	0.352137	0.438548
CENPX	0.582989	0.575845	0.539035	0.649753	1.07167
CENPVL3	0.623455	0.449968	0.362464	0.73696	0.360016
CENPV	0.286905	0.168411	0.249991	0.723419	0.443575
CENPT	0.259785	0.289315	0.384591	0.423664	0.508459
CENPS	0.951991	0.668854	0.590224	0.597622	1.22527
CENPO	0.271856	0.204617	0.216113	0.408658	1.43178
CENPL	0.47605	0.454944	0.3786	0.530231	1.33467
CENPJ	0.189211	0.104766	0.216374	0.247842	0.823594
CENPC	0.596143	0.45545	0.483261	0.451467	0.894946
CENPBD1	0.310747	0.344828	0.320773	0.302489	0.306612
CENPB	0.881132	0.596267	0.558669	0.602096	0.837427
CELSR2	0.550782	0.428914	0.560255	0.837612	0.59806
CELF1	0.486066	0.472717	0.540682	0.583548	0.615944
CEL	0.22252	0.274602	0.184585	0.287484	0.518102
CECR2	0.330558	0.304067	0.333653	0.718894	0.497648
CEBPZOS	0.630694	0.609452	0.514622	0.687885	0.400582
CEBPZ	0.397704	0.386877	0.44193	0.518455	0.565558
CEBPG	0.336329	0.356347	0.420897	0.610218	0.394075
CEBPE	0	0	0.815805	0	0.329388
CEBPB	0.739926	0.541495	0.679018	1.26754	0.584251
CDV3	0.766739	0.606224	0.751404	0.756315	0.703801
CDS2	0.500935	0.430457	0.401401	0.550684	0.412272
CDR2	0.209728	0.415142	0.541148	0.322736	0.376546
CDR1	0.490786	0.3685	0.323451	0.255295	0.18754
CDPF1	0.266121	0.332565	0.196506	0.56811	0.347836
CDON	0.361274	0.25515	0.416753	0.152534	0.311654
CDO1	0.96303	0.981385	0.561292	0.749157	0.739226
CDNF	0.238298	0.38228	0.370823	0.158014	0.292629
CDKN2AIPNL	0.373721	0.382568	0.334694	0.471739	0.451425
CDKN2AIP	0.394437	0.264969	0.453554	0.635615	0.608488
CDKN1C	0.391163	0.182044	0.320022	0.48519	0.341826
CDKN1B	0.473402	0.398361	0.478547	0.510071	0.591593
CDKL5	0.278865	0.315601	0.479013	0.198494	0.311619
CDKL3	0.34112	0.360522	0.289008	0.37391	0.265905
CDKL1	0.354746	0.394975	0.248972	0.21456	0.389225
CDKAL1	0.312363	0.381981	0.420499	0.51346	0.572172
CDK9	0.674759	0.553832	0.554677	0.709008	0.649983
CDK8	0.285201	0.278377	0.336021	0.478568	0.320854
CDK7	0.626131	0.445737	0.574392	0.565773	0.492868
CDK5RAP3	0.665975	0.533693	0.602504	0.776374	0.71714
CDK5RAP1	0.337848	0.354486	0.326204	0.476983	0.31177
CDK5	0.290118	0.31371	0.275972	0.278984	0.33546
CDK3	0.343169	0.23727	0.336695	0.171617	0.224435
CDK2AP1	0.969801	0.932953	0.584712	0.363395	0.768595
CDK20	0.485066	0.616047	0.293759	0.612843	0.412001
CDK19	0.338613	0.179218	0.361476	0.478506	0.527411
CDK17	0.453997	0.4302	0.408853	0.295041	0.449746
CDK16	0.438176	0.614173	0.616499	0.347881	0.527781
CDK14	0.60183	0.752543	0.622668	0.335232	0.810229
CDK13	0.620239	0.60046	0.72341	0.722361	0.678901
CDK12	0.653996	0.601611	0.674569	0.583818	0.704235
CDK11B	0.419151	0.335289	0.437153	0.335197	0.515793
CDK11A	0.336672	0.385343	0.219178	0.381084	0.489707
CDK10	0.624288	0.41725	0.538697	0.473621	0.790597
CDIPT	0.513319	0.405633	0.438133	0.527991	0.402788
CDIP1	0.441473	0.424868	0.664328	0.801631	0.610719
CDH7	0.406831	0.093479	0.310666	0.322897	0.398821
CDH4	0.382413	0.683517	0.269727	0.409777	0.41096
CDH24	0.211112	0.133721	0.251095	0.330937	0.544297
CDH23	0.422857	0.177765	0.123044	0.145782	0.923644
CDH18	0.55612	0.452479	0.316215	0.128966	0.674524
CDH11	0.980011	0.31691	1.07407	0.598661	0.632417
CDH10	0.571172	0.875332	0.765798	0.32397	0.77246
CDC7	0.203765	0.0858869	0.106991	0.385818	0.955662
CDC5L	0.614144	0.474088	0.5732	0.602542	0.855424
CDC42SE2	0.50176	0.388399	0.338384	0.583346	0.462733
CDC42SE1	0.452248	0.511701	0.495634	0.64841	0.426114
CDC42EP4	0.39893	0.548516	0.474545	0.769255	0.549245
CDC42BPB	0.591574	0.529761	0.594166	0.536491	0.520588
CDC42BPA	0.70832	0.776407	0.811709	0.670061	0.764966
CDC40	0.455323	0.362576	0.400822	0.646347	0.568665
CDC37L1	0.327963	0.27139	0.296863	0.432746	0.207893
CDC37	0.625813	0.665047	0.609216	0.777451	0.777434
CDC34	0.768621	0.747044	0.769425	0.891022	0.670868
CDC27	0.570473	0.548052	0.489656	0.436706	0.629566
CDC26	0.695566	0.818687	0.586971	0.767045	0.479851
CDC25B	0.335712	0.335152	0.365637	0.346282	1.07169
CDC25A	0.100439	0.0227584	0.0433865	0.276663	0.740021
CDC23	0.522578	0.507384	0.432436	0.606272	0.771962
CDC16	0.728521	0.724458	0.687258	0.664237	0.599184
CDC14B	0.401248	0.417088	0.620493	0.555198	0.529451
CDC14A	0.522367	0.504631	0.36197	0.871418	0.968887
CDC123	0.513481	0.690399	0.568898	0.154428	0.662288
CDAN1	0.382003	0.324062	0.234207	0.445102	0.55911
CDADC1	0.429279	0.342885	0.314047	0.39036	0.302921
CD99L2	0.57628	0.563881	0.681152	0.504946	0.578649
CD81	0.882526	0.866148	0.786429	0.238603	0.757203
CD72	0.454987	0.332347	0.178147	0.634091	0.30786
CD68	0.250743	0.238652	0.5431	0.511802	0.241218
CD59	0.776744	0.873797	0.816125	0.513602	0.67295
CD46	0.725061	0.61189	0.822828	0.698859	0.645231
CD3EAP	0.312677	0.296264	0.487301	0.451509	0.538181
CD37	0.323704	0.422588	0.564222	0.174956	0.383176
CD320	0.62174	0.741238	0.725078	0.640538	1.00982
CD300C	0.375668	0.412023	0	0.964761	0.15571
CD2BP2	0.803343	0.824035	0.807685	0.712296	0.794162
CD226	0.130206	0.0945334	0.132656	0.251204	0.840008
CD200	0.409038	0.261459	0.178657	0.287567	0.353944
CD101	0.870803	0.640288	0.613004	0.230166	0.579595
CCZ1B	0.246639	0.294618	0.340733	0.398011	0.351719
CCZ1	0.400352	0.384669	0.43438	0.605826	0.389897
CCT7	0.608875	0.340688	0.44615	0.18574	0.495859
CCT6B	0.335026	0.34235	0.164284	0.471208	0.31552
CCT5	0.578446	0.32964	0.461319	0.144621	0.510699
CCT4	0.579412	0.326859	0.406308	0.177446	0.496166
CCT3	0.579615	0.420768	0.529921	0.19059	0.468031
CCSER2	0.352691	0.327124	0.356583	0.390338	0.307265
CCS	0.569054	0.640001	0.884528	1.03493	0.60144
CCR7	0	0	0.325329	1.0033	0
CCP110	0.551078	0.377324	0.465974	0.562093	0.845044
CCNYL1	0.593717	0.598194	0.743748	0.361252	0.633617
CCNY	0.744402	0.664738	0.672706	0.662306	0.699116
CCNT2-AS1	0.338795	0.428078	0.17031	0.23569	0.21579
CCNT2	0.439815	0.436354	0.548663	0.535725	0.612494
CCNT1	0.467196	0.383939	0.455734	0.480937	0.582749
CCNQ	0.480999	0.42261	0.3345	0.406286	0.332748
CCNL2	0.576512	0.546808	0.842094	0.622003	0.708708
CCNL1	0.706924	0.609689	0.826884	0.86641	0.850855
CCNK	0.712393	0.704952	0.929094	0.876755	0.954933
CCNJL	0.331098	0.346566	0.463915	0.870771	0.368232
CCNI	0.636349	0.473808	0.476465	0.808533	0.598699
CCNH	0.496513	0.470105	0.497904	0.6124	0.437068
CCNG2	0.386822	0.332782	0.577963	0.488998	0.457573
CCNF	0.338955	0.281942	0.232869	0.336261	1.29819
CCNE1	0.113954	0.0567084	0.157949	0.350644	0.791439
CCNDBP1	0.570482	0.46657	0.3929	0.498772	0.321951
CCND3	0.40366	0.327319	0.442121	0.802127	0.959384
CCNC	0.49545	0.514521	0.467488	0.536252	0.500435
CCNB1IP1	0.544416	0.669843	0.663718	0.926311	0.666457
CCNA1	0.669752	0.388454	0.242511	0.0785962	0.486859
CCM2	0.725445	0.843244	0.656533	0.709335	0.83002
CCL2	0.594004	0.807075	1.1024	0.592789	0.8045
CCHCR1	0.288677	0.1143	0.214	0.561663	0.989604
CCDC9B	0.749912	1.06241	0.810369	0.230941	0.749182
CCDC97	0.391306	0.377357	0.460376	0.481588	0.566689
CCDC93	0.499752	0.432275	0.455407	0.511509	0.627934
CCDC92	0.375368	0.321074	0.39754	0.358261	0.277211
CCDC91	0.380186	0.323981	0.392636	0.431035	0.265893
CCDC90B	0.603283	0.662151	0.644124	0.733901	0.594558
CCDC9	0.5441	0.456722	0.486241	0.827039	0.567292
CCDC88C	0.748745	0.398679	0.392207	0.755751	0.649082
CCDC88B	0.179256	0.443129	0.190375	0.422954	0.496442
CCDC88A	0.424718	0.392625	0.453249	0.505352	0.542377
CCDC86	0.458529	0.539362	0.4416	0.39435	0.471656
CCDC85C	0.318947	0.324419	0.332038	0.307055	0.515904
CCDC85B	0.403279	0.27758	0.414287	0.553714	0.343317
CCDC84	0.305434	0.259749	0.27391	0.362823	0.493965
CCDC82	0.473008	0.437004	0.446002	0.568207	0.59322
CCDC77	0.477657	0.348958	0.421748	0.580609	0.816804
CCDC74B	1.27251	0.472061	0.489389	0.633729	0.805482
CCDC71L	0.264248	0.366566	0.450306	0.47892	0.2458
CCDC71	0.410385	0.336569	0.492438	0.396203	0.560842
CCDC66	0.642757	0.537475	0.558228	0.591344	0.643828
CCDC61	0.693168	0.484911	0.242999	0.638176	0.564983
CCDC6	0.50713	0.523743	0.510233	0.461602	0.45308
CCDC59	0.680072	0.675229	0.609547	0.86935	0.630638
CCDC58	0.462335	0.400177	0.38637	0.77387	0.467457
CCDC51	0.318045	0.3421	0.379322	0.456007	0.37411
CCDC50	0.444964	0.424997	0.496166	0.52083	0.584616
CCDC47	0.909297	0.942638	0.884121	0.832623	0.924602
CCDC43	0.481557	0.454092	0.542694	0.690435	0.565636
CCDC36	0.483509	0.344885	0.105879	0.221184	0.250319
CCDC33	0.243474	0.130496	0.053306	0.969617	0.0395315
CCDC32	0.384194	0.380962	0.405644	0.484819	0.241523
CCDC3	0.669245	0.25078	0.340653	0.137097	1.29935
CCDC28B	0.569851	0.576174	0.408614	0.487795	0.456901
CCDC28A	0.233741	0.330226	0.338384	0.635736	0.311596
CCDC25	0.645508	0.617552	0.50176	0.780419	0.653766
CCDC24	0.515157	0.257192	0.312897	0.203565	0.133143
CCDC22	0.493463	0.454218	0.449757	0.633692	0.418158
CCDC189	1.06568	0.771074	0.585289	0.563158	0.995427
CCDC186	0.443257	0.334511	0.48586	0.303576	0.356459
CCDC181	0.835835	0.475925	0.440782	0.566591	0.446627
CCDC180	0.360319	0.233422	0.33135	0.418859	0.434188
CCDC178	0.388112	0.121082	0.370466	0.277497	0.287874
CCDC174	0.423374	0.48041	0.484901	0.635448	0.459998
CCDC167	0.659578	0.729331	0.547608	0.732234	0.846947
CCDC160	0.560226	0.365916	0.261302	1.15658	0.304301
CCDC157	0.934577	0.703623	0.516328	0.409733	0.577934
CCDC149	0.486107	0.423309	0.343487	0.264584	0.313014
CCDC148	0.77607	0.61977	0.605466	0.232489	0.708708
CCDC144NL-AS1	0.448298	0.480668	0.531189	0.589716	0.405219
CCDC144A	0.165275	0.22864	0.346463	0.346917	0.486498
CCDC142	0.250877	0.2861	0.431922	0.390767	0.62234
CCDC14	0.564895	0.394064	0.524886	0.671266	1.44213
CCDC138	0.592177	0.32015	0.32925	0.454765	0.926546
CCDC137	0.576348	0.523803	0.603625	0.628195	1.01738
CCDC134	0.2497	0.279031	0.163743	0.303237	1.02475
CCDC130	0.438751	0.472394	0.635513	0.643598	0.336329
CCDC129	0.416818	0	0	0.728582	0
CCDC127	0.550881	0.533992	0.44888	0.536739	0.578958
CCDC126	0.479365	0.293229	0.394679	0.397146	0.359364
CCDC125	0.655498	0.772924	0.487208	0.437494	0.621337
CCDC124	0.602343	0.668101	0.653592	0.295876	0.554952
CCDC122	0.534191	0.428925	0.478899	0.497648	0.483705
CCDC121	0.726012	0.469938	0.546383	0.317327	0.569695
CCDC12	0.598079	0.639492	0.691945	0.328182	0.520085
CCDC117	0.411426	0.397113	0.397113	0.511407	0.67228
CCDC115	0.33851	0.336478	0.389137	0.51659	0.254292
CCDC113	1.10488	0.841015	0.47718	0.51788	0.478268
CCDC110	0.554442	0.621881	0.329629	0.654564	0.215505
CCDC107	0.611484	0.66195	0.546976	0.430071	0.470396
CCDC106	0.462126	0.42011	0.419776	0.478817	0.394306
CCDC102B	0.31713	0.420757	0.418935	0.397781	0.389016
CCAR2	0.594271	0.593889	0.580666	0.646301	0.75587
CCAR1	0.67026	0.565295	0.702666	0.658143	0.89607
CC2D1B	0.368936	0.326238	0.520025	0.306041	0.625224
CC2D1A	0.265233	0.20843	0.314024	0.305118	0.381283
CBX8	0.334625	0.296299	0.408864	0.445769	0.32172
CBX6	0.725069	0.609188	0.7006	0.529481	0.649542
CBX5	0.573724	0.492909	0.520709	0.55957	0.852079
CBX4	0.31385	0.374778	0.330317	0.480689	0.389908
CBX3	0.460921	0.519008	0.528771	0.140609	0.657283
CBX2	0.201471	0.212905	0.292417	0.520608	0.605968
CBX1	0.504356	0.440538	0.474711	0.616621	0.725715
CBWD5	0.394196	0.250501	0.207456	0.342202	0.363496
CBWD2	0.359263	0.362105	0.377301	0.219017	0.257131
CBWD1	0.440399	0.375145	0.352499	0.42561	0.437814
CBR4	0.596296	0.521081	0.486632	0.56266	0.594558
CBR1	0.750075	0.590904	0.395644	0.505363	0.607759
CBLN3	0.15069	0.103491	0.716552	0.150651	0.852646
CBLL1	0.453765	0.330593	0.436514	0.426522	0.367147
CBLB	0.764474	0.65871	0.6134	0.346282	0.59277
CBL	0.415066	0.372205	0.415423	0.450929	0.430457
CBFB	0.532078	0.377301	0.392383	0.460921	0.735531
CBFA2T2	0.316343	0.268171	0.35095	0.414893	0.31971
CBARP	0.42841	0.410276	0.449186	0.58323	0.465097
CATSPERD	0.197538	0	0	0.811076	0.671638
CAT	0.848101	0.977309	0.845879	0.518314	0.466016
CASTOR3	0.345396	0.287129	0.384105	0.307125	0.308361
CASTOR1	0.103209	0.263912	0.350361	0.25141	0.611475
CASP9	0.448351	0.235016	0.215144	0.36708	0.166805
CASP8AP2	0.47415	0.296863	0.434476	0.483478	1.03859
CASP4	0.955201	0	0	0.505962	0
CASP3	0.51253	0.544841	0.563881	0.408668	0.638991
CASP2	0.46201	0.342816	0.321905	0.485911	0.766502
CASKIN2	0.523321	0.617054	0.766731	0.945608	0.778789
CASK	0.432959	0.524355	0.604916	0.531988	0.496227
CASD1	0.367416	0.258398	0.291321	0.337323	0.358047
CASC4	0.777679	0.752937	0.723017	0.495245	0.730731
CASC3	0.392504	0.307289	0.320646	0.486302	0.413042
CASC15	0.271724	0.206593	0.644945	0.630405	0.735436
CASC10	0.564622	0.8692	0.816927	0.500333	0.642323
CARS2	0.630461	0.691105	0.691016	0.606992	0.779487
CARS	0.512247	0.54201	0.48798	0.586164	0.426855
CARNMT1	0.334156	0.506622	0.347212	0.525758	0.411947
CARMN	0.430842	0.193633	0.838314	0	0.196897
CARMIL1	0.106898	0.38468	0.300569	0.218322	0.280541
CARM1	0.245459	0.285426	0.393076	0.459883	0.30402
CARHSP1	0.59662	0.524435	0.553931	0.710913	0.993145
CARF	0.464396	0.367673	0.405981	0.359431	0.398624
CARD8	0.54743	0.514703	0.434679	0.4394	0.763828
CARD19	0.344976	0.358171	0.348901	0.412738	0.333275
CARD11	0	0	0	0.609963	0.753964
CAPZB	0.77484	0.361117	0.5474	0.345782	0.500323
CAPZA2	0.661649	0.708646	0.67864	0.294982	0.576348
CAPZA1	0.541188	0.574654	0.646753	0.625233	0.620173
CAPS	0.809497	0.496288	0.515793	0.545237	0.156655
CAPRIN2	0.510121	0.371012	0.393197	0.294465	0.384138
CAPRIN1	0.60703	0.701726	0.65383	0.572676	0.570502
CAPNS1	0.883245	0.942098	0.838234	0.814649	0.737202
CAPN7	0.655187	0.593382	0.582277	0.538459	0.726709
CAPN15	0.296616	0.283246	0.247551	0.536739	0.404892
CAPN10	0.307965	0.327791	0.43112	0.458781	0.490488
CAPN1	0.40056	0.440899	0.521051	0.467311	0.319918
CAP2	0.720042	0.964081	0.707622	0.315833	0.632129
CAP1	0.660901	0.856308	0.803384	0.147528	0.692034
CANT1	0.448436	0.396576	0.537455	0.517628	0.548358
CAND2	0.434903	0.16552	0.279697	0.522437	0.414633
CAND1	0.705606	0.65515	0.629483	0.574596	0.784395
CAMTA1	0.608109	0.601678	0.539184	0.702587	0.638083
CAMSAP2	0.335883	0.331212	0.324361	0.340505	0.385586
CAMSAP1	0.327457	0.294147	0.345476	0.293217	0.332966
CAMLG	0.550251	0.57775	0.505617	0.593086	0.456869
CAMK2D	0.822681	0.673204	0.824548	0.563285	0.941069
CAMK1	0.373108	0.501679	0.433344	0.421921	0.702897
CALML6	0	0.363575	0	0	0.532407
CALM3	0.463225	0.49919	0.438761	0.355794	0.481371
CALM1	0.355445	0.148348	0.172667	0.748255	0.259556
CALCRL	0.715191	1.34179	0.695308	0.564846	0.453681
CALCOCO1	0.4705	0.431815	0.459757	0.468343	0.290814
CALCA	0.372874	0.0425463	0.139653	0.856014	0.417596
CAHM	0.220751	0.365491	0.349818	0.433194	0.354102
CADPS	0.55865	0.409548	0.420412	0.460418	0.511023
CADM4	0.697142	0.68818	0.637406	0.635996	0.579547
CADM3	0.691338	0.236976	0.165108	0.318947	0.554599
CADM1	0.711266	0.463455	0.541634	0.522237	0.551728
CAD	0.522257	0.348436	0.61105	0.641241	0.766688
CACYBP	0.547006	0.506907	0.394108	0.689827	0.695085
CACUL1	0.640038	0.538041	0.681332	0.680954	0.597631
CACTIN	0.306962	0.412597	0.384492	0.480007	0.556729
CACNG4	0.429161	0.398405	0.392801	0.46222	0.510506
CACNB4	0.3929	0.192661	0.297168	0.330076	0.516509
CACNB2	0.435629	0.218397	0.354531	0.591957	0.270768
CACNA2D2	0.421221	0.341974	0.241254	0.264128	0.381339
CACNA2D1	0.460659	0.533593	0.393251	0.189072	0.586203
CACNA1H	0.774747	0.624999	0.46426	0.3025	0.474794
CACHD1	0.468031	0.383032	0.447875	1.23173	0.43312
CACFD1	0.617534	0.4097	0.550428	0.466225	0.413096
CABIN1	0.735089	0.557444	0.602229	0.619441	0.579035
CAB39	0.436524	0.401947	0.416018	0.377657	0.408962
CAAP1	0.596573	0.671692	0.683364	0.747164	0.67708
CA7	0.517094	0.321767	0.48291	0	0.834792
CA5B	0.595933	0.585559	0.456438	0.340596	0.521181
CA3	0.428196	0.170297	0.197966	0.50232	0.601506
CA2	0.33867	0.220602	0.158544	0.882995	0.37381
CA13	0.453144	0.558287	0.386049	0.3466	0.677783
C9orf85	0.512389	0.403115	0.470594	0.63384	0.437643
C9orf78	0.531609	0.524676	0.547914	0.579006	0.483829
C9orf72	0.354249	0.312909	0.337437	0.440112	0.283531
C9orf66	1.09228	0.700928	0.216151	0.142453	0.839355
C9orf64	0.382446	0.201697	0.180326	0.293359	0.413995
C9orf43	0.892026	0.139469	0.210414	0.215405	0.34194
C9orf40	0.200379	0.21497	0.226509	0.448869	0.572754
C9orf3	0.626149	0.482611	0.567935	0.467624	0.65284
C9orf16	0.83208	0.757979	0.712974	0.796664	0.771852
C8orf82	0.306181	0.504793	0.426437	0.444635	0.576541
C8orf76	0.475925	0.417456	0.510304	0.549728	0.477128
C8orf59	0.823888	0.92945	0.673593	0.386403	0.597517
C8orf58	0.784487	0.650333	0.431463	0.571502	0.524003
C8orf48	0.636311	0.400516	0.471167	0.562982	0.436428
C8orf44	0.238787	0.311596	0.253421	0.395403	0.290129
C8orf37	0.92235	0.664073	0.623549	0.709264	0.700582
C8orf33	0.66939	0.730731	0.820273	0.719324	0.66919
C7orf61	0.155646	0.263359	0.580609	0.521071	0.52677
C7orf31	0.297684	0.342805	0.368265	0.285745	0.209017
C7orf26	0.328572	0.355682	0.428539	0.432639	0.488875
C7	0.45287	0.365961	0.39257	0.259387	0.231359
C6orf89	0.706049	0.641712	0.664501	0.552515	0.573074
C6orf62	0.648751	0.646061	0.75704	0.682223	0.686344
C6orf48	0.920164	0.885621	0.738457	0.920217	0.702108
C6orf47	0.524405	0.47578	0.635569	0.532935	0.5489
C6orf226	0.467311	0.435426	0.306076	0.387484	0.327883
C6orf203	0.811923	0.6063	0.47952	0.626495	0.753793
C6orf136	0.254691	0.305819	0.161281	0.412055	0.430553
C6orf132	0.320219	0.0615827	0.367248	0.912251	0.573452
C6orf120	0.734673	0.692088	0.783951	0.823684	0.414244
C6orf106	0.404609	0.377757	0.322667	0.324592	0.373253
C5orf66	0.430767	0.257916	0	0.22731	0.316076
C5orf51	0.306402	0.369103	0.296064	0.320404	0.293064
C5orf34	0.179779	0.0716117	0.198884	0.553744	1.3233
C5orf24	0.558336	0.618022	0.609188	0.619958	0.654124
C5orf15	1.08584	0.914144	0.754811	0.852902	0.698396
C4orf48	0.620755	0.264212	0.31277	0.148466	0.381018
C4orf46	0.27978	0.222508	0.256745	0.489276	0.875906
C4orf33	0.324626	0.250137	0.159371	0.345317	0.354565
